Start;Ende;Parkplatz Name;"Content-Type: text/plain; charset=utf-8
";updated;verified_payment;Buchungsstatus;Parkplatz Name
2020-01-07T16:00:00+01:00;2020-01-07T18:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-07T16:02:20+01:00;2020-01-07T16:03:09+01:00;2020-01-07T16:02:54+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-07T09:15:00+01:00;2020-01-08T09:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-07T08:49:46+01:00;2020-01-07T08:50:31+01:00;2020-01-07T08:50:23+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-07T08:25:00+01:00;2020-01-08T08:25:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-07T08:22:04+01:00;2020-01-07T08:22:32+01:00;2020-01-07T08:22:22+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-06T09:45:00+01:00;2020-01-07T09:45:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-06T09:43:43+01:00;2020-01-06T09:44:10+01:00;2020-01-06T09:43:49+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-06T07:45:00+01:00;2020-01-07T07:45:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-06T07:41:59+01:00;2020-01-06T07:42:32+01:00;2020-01-06T07:42:12+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-05T14:15:00+01:00;2020-01-05T16:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-05T08:09:15+01:00;2020-01-05T08:09:48+01:00;2020-01-05T08:09:43+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-04T14:15:00+01:00;2020-01-05T14:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-04T14:15:55+01:00;2020-01-04T14:16:09+01:00;2020-01-04T14:16:04+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-14T12:50:00+01:00;2020-01-15T12:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-14T12:47:06+01:00;2020-01-14T12:48:38+01:00;2020-01-14T12:48:21+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-14T07:05:00+01:00;2020-01-15T07:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-14T07:03:08+01:00;2020-01-14T07:03:44+01:00;2020-01-14T07:03:14+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-14T05:50:00+01:00;2020-01-14T16:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-13T21:27:01+01:00;2020-01-13T21:27:58+01:00;2020-01-13T21:27:40+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-09T09:15:00+01:00;2021-02-10T09:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-09T09:11:12+01:00;2021-02-09T09:12:08+01:00;2021-02-09T09:11:14+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-09T08:20:00+01:00;2021-02-10T08:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-09T08:19:01+01:00;2021-02-09T08:19:39+01:00;2021-02-09T08:19:06+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-13T08:35:00+01:00;2020-01-14T08:35:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-13T08:31:47+01:00;2020-01-13T08:32:39+01:00;2020-01-13T08:32:25+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-13T08:20:00+01:00;2020-01-14T08:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-13T08:20:30+01:00;2020-01-13T08:21:17+01:00;2020-01-13T08:20:47+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-13T08:15:00+01:00;2020-01-14T08:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-13T08:15:37+01:00;2020-01-13T08:16:09+01:00;2020-01-13T08:15:43+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-08T09:20:00+01:00;2021-02-08T13:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-08T09:00:32+01:00;2021-02-08T09:01:30+01:00;2021-02-08T09:00:34+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-08T08:10:00+01:00;2021-02-09T08:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-08T08:06:25+01:00;2021-02-08T08:06:47+01:00;2021-02-08T08:06:29+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-08T07:55:00+01:00;2021-02-09T07:55:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-08T07:52:39+01:00;2021-02-08T07:53:19+01:00;2021-02-08T07:52:42+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-08T07:45:00+01:00;2021-02-09T07:45:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-08T07:45:42+01:00;2021-02-08T07:46:31+01:00;2021-02-08T07:45:46+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-12T20:00:00+01:00;2020-01-13T20:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-12T19:59:45+01:00;2020-01-12T20:00:14+01:00;2020-01-12T20:00:12+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-12T15:00:00+01:00;2020-01-12T17:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-12T15:02:03+01:00;2020-01-12T15:02:31+01:00;2020-01-12T15:02:15+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-12T13:20:00+01:00;2020-01-13T13:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-12T13:16:40+01:00;2020-01-12T13:17:10+01:00;2020-01-12T13:16:54+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-06T20:20:00+01:00;2021-02-06T22:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-06T20:15:46+01:00;2021-02-06T20:16:33+01:00;2021-02-06T20:15:50+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T16:50:00+01:00;2020-01-12T16:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-11T16:50:18+01:00;2020-01-11T16:51:06+01:00;2020-01-11T16:50:46+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-06T11:10:00+01:00;2021-02-06T13:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-06T11:05:41+01:00;2021-02-06T11:06:18+01:00;2021-02-06T11:05:43+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T11:40:00+01:00;2020-01-12T11:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-11T11:36:34+01:00;2020-01-11T11:36:58+01:00;2020-01-11T11:36:41+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T10:05:00+01:00;2020-01-12T10:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-11T10:03:44+01:00;2020-01-11T10:04:03+01:00;2020-01-11T10:03:50+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T09:30:00+01:00;2020-01-12T09:30:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-11T09:28:05+01:00;2020-01-11T09:29:33+01:00;2020-01-11T09:29:28+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T09:15:00+01:00;2020-01-12T09:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-11T09:12:01+01:00;2020-01-11T09:12:36+01:00;2020-01-11T09:12:15+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T09:00:00+01:00;2020-01-12T09:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-11T08:59:21+01:00;2020-01-11T08:59:42+01:00;2020-01-11T08:59:33+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-05T13:40:00+01:00;2021-02-05T14:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-05T13:36:39+01:00;2021-02-05T13:36:46+01:00;2021-02-05T13:36:41+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-05T12:50:00+01:00;2021-02-05T13:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-05T12:24:17+01:00;2021-02-05T12:25:13+01:00;2021-02-05T12:24:19+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-11T08:30:00+01:00;2020-01-12T08:30:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-10T21:28:57+01:00;2020-01-10T21:32:25+01:00;2020-01-10T21:32:22+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-05T09:50:00+01:00;2021-02-05T12:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-05T09:49:21+01:00;2021-02-05T09:50:18+01:00;2021-02-05T09:49:23+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-05T10:05:00+01:00;2021-02-05T12:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-05T09:21:04+01:00;2021-02-05T09:21:41+01:00;2021-02-05T09:21:06+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-10T09:50:00+01:00;2020-01-11T09:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-10T09:50:26+01:00;2020-01-10T09:53:22+01:00;2020-01-10T09:52:55+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T15:55:00+01:00;2021-02-04T16:55:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T15:51:58+01:00;2021-02-04T15:52:18+01:00;2021-02-04T15:52:03+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T12:00:00+01:00;2021-02-04T13:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T11:59:48+01:00;2021-02-04T11:59:56+01:00;2021-02-04T11:59:50+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-10T08:50:00+01:00;2020-01-11T08:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-10T08:50:54+01:00;2020-01-10T08:51:31+01:00;2020-01-10T08:51:02+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T09:55:00+01:00;2021-02-05T09:55:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T09:55:43+01:00;2021-02-04T09:56:04+01:00;2021-02-04T09:55:45+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T10:05:00+01:00;2021-02-04T12:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T09:39:10+01:00;2021-02-04T09:39:49+01:00;2021-02-04T09:39:12+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T09:10:00+01:00;2021-02-05T09:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T09:10:28+01:00;2021-02-04T09:11:10+01:00;2021-02-04T09:10:47+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T09:05:00+01:00;2021-02-05T09:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T09:02:07+01:00;2021-02-04T09:02:58+01:00;2021-02-04T09:02:10+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-04T08:55:00+01:00;2021-02-05T08:55:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-04T08:17:52+01:00;2021-02-04T08:19:01+01:00;2021-02-04T08:18:00+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-04T09:05:00+01:00;2020-01-05T09:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-04T09:01:02+01:00;2020-01-04T09:01:18+01:00;2020-01-04T09:01:08+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-03T13:00:00+01:00;2021-02-04T13:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-03T12:57:14+01:00;2021-02-03T12:57:37+01:00;2021-02-03T12:57:16+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-03T12:50:00+01:00;2021-02-03T15:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-03T12:47:30+01:00;2021-02-03T12:50:33+01:00;2021-02-03T12:47:37+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-03T21:05:00+01:00;2020-01-03T23:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-03T21:05:41+01:00;2020-01-03T21:06:21+01:00;2020-01-03T21:05:58+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-03T09:40:00+01:00;2021-02-04T09:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-03T09:40:20+01:00;2021-02-03T09:41:23+01:00;2021-02-03T09:40:25+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-03T08:55:00+01:00;2021-02-04T08:55:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-03T08:20:42+01:00;2021-02-03T08:21:08+01:00;2021-02-03T08:20:51+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-03T08:20:00+01:00;2021-02-04T08:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-03T08:18:48+01:00;2021-02-03T08:19:06+01:00;2021-02-03T08:18:51+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-03T12:05:00+01:00;2020-01-04T12:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-03T09:36:43+01:00;2020-01-03T09:37:10+01:00;2020-01-03T09:36:54+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-03T09:00:00+01:00;2020-01-04T09:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-03T08:59:57+01:00;2020-01-03T09:00:14+01:00;2020-01-03T09:00:02+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T15:30:00+01:00;2021-02-02T16:30:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T15:51:21+01:00;2021-02-02T15:51:49+01:00;2021-02-02T15:51:23+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T14:05:00+01:00;2021-02-02T20:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T14:02:52+01:00;2021-02-02T14:03:03+01:00;2021-02-02T14:02:58+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-01-02T17:00:00+01:00;2020-01-03T17:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-01-02T16:56:49+01:00;2020-01-02T16:57:20+01:00;2020-01-02T16:56:55+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T11:00:00+01:00;2021-02-02T12:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T10:56:44+01:00;2021-02-02T10:57:14+01:00;2021-02-02T10:56:46+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T10:20:00+01:00;2021-02-02T13:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T10:18:16+01:00;2021-02-02T10:19:04+01:00;2021-02-02T10:18:17+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T09:20:00+01:00;2021-02-03T09:20:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T09:19:10+01:00;2021-02-02T09:19:35+01:00;2021-02-02T09:19:12+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T07:55:00+01:00;2021-02-03T07:55:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T07:55:31+01:00;2021-02-02T07:56:28+01:00;2021-02-02T07:55:37+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-02-13T08:15:00+01:00;2020-02-14T08:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-02-13T08:14:50+01:00;2020-02-13T08:15:06+01:00;2020-02-13T08:15:02+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T07:50:00+01:00;2021-02-03T07:50:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T07:46:01+01:00;2021-02-02T07:48:17+01:00;2021-02-02T07:46:04+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-02T07:00:00+01:00;2021-02-03T07:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-02T06:57:02+01:00;2021-02-02T06:57:44+01:00;2021-02-02T06:57:12+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-01T10:40:00+01:00;2021-02-02T10:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-01T10:37:55+01:00;2021-02-01T10:39:02+01:00;2021-02-01T10:38:04+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-02-13T07:10:00+01:00;2020-02-14T07:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-02-13T07:10:19+01:00;2020-02-13T07:10:49+01:00;2020-02-13T07:10:27+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-01T09:45:00+01:00;2021-02-01T13:45:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-01T09:42:54+01:00;2021-02-01T09:43:30+01:00;2021-02-01T09:42:58+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-01T09:30:00+01:00;2021-02-02T09:30:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-01T09:28:23+01:00;2021-02-01T09:29:17+01:00;2021-02-01T09:28:25+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-01T09:15:00+01:00;2021-02-02T09:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-01T09:10:37+01:00;2021-02-01T09:10:45+01:00;2021-02-01T09:10:39+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-01T08:25:00+01:00;2021-02-01T11:25:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-01T08:24:29+01:00;2021-02-01T08:24:41+01:00;2021-02-01T08:24:33+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-02-17T09:10:00+01:00;2020-02-18T09:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-02-17T09:09:40+01:00;2020-02-17T09:09:59+01:00;2020-02-17T09:09:56+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-30T15:00:00+01:00;2021-01-30T16:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-30T14:59:31+01:00;2021-01-30T15:00:18+01:00;2021-01-30T14:59:32+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-30T14:05:00+01:00;2021-01-30T15:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-30T14:04:30+01:00;2021-01-30T14:04:40+01:00;2021-01-30T14:04:35+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T17:10:00+01:00;2021-01-29T19:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T17:10:38+01:00;2021-01-29T17:11:35+01:00;2021-01-29T17:10:51+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T17:05:00+01:00;2021-01-29T19:05:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T17:03:05+01:00;2021-01-29T18:00:28+01:00;2021-01-29T18:00:27+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T16:40:00+01:00;2021-01-29T18:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T16:38:05+01:00;2021-01-29T16:38:45+01:00;2021-01-29T16:38:08+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T11:40:00+01:00;2021-01-29T15:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T11:38:03+01:00;2021-01-29T11:39:00+01:00;2021-01-29T11:38:20+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T10:15:00+01:00;2021-01-29T13:15:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T10:04:09+01:00;2021-01-29T10:04:39+01:00;2021-01-29T10:04:15+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T09:30:00+01:00;2021-01-30T09:30:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T09:26:21+01:00;2021-01-29T09:26:43+01:00;2021-01-29T09:26:23+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T09:25:00+01:00;2021-01-30T09:25:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T09:24:09+01:00;2021-01-29T09:24:42+01:00;2021-01-29T09:24:18+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-01-29T09:00:00+01:00;2021-01-30T09:00:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-01-29T08:57:50+01:00;2021-01-29T08:59:00+01:00;2021-01-29T08:57:59+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2021-02-22T09:10:00+01:00;2021-02-23T09:10:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2021-02-22T09:11:12+01:00;2021-02-22T09:12:10+01:00;2021-02-22T09:11:13+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-03-08T09:30:00+01:00;2020-03-09T09:30:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-03-08T09:27:54+01:00;2020-03-08T09:28:17+01:00;2020-03-08T09:28:03+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
2020-03-08T07:40:00+01:00;2020-03-08T21:40:00+01:00;8bf5f03e-3513-43db-a448-f41cb43a35f4;2020-03-08T07:38:31+01:00;2020-03-08T07:39:40+01:00;2020-03-08T07:39:10+01:00;INVOICE_SENT;8bf5f03e-3513-43db-a448-f41cb43a35f4
